gower_configuration,numerical_block_weight,binary_block_weight,sigma_reference_median,sigma_multiplier,sigma,k,gower_silhouette,spectral_silhouette,eigengap,valid_cluster_sizes,minimum_required_cluster_size,minimum_cluster_size,maximum_cluster_size,cluster_sizes
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,1.0,0.4256742596626282,9,0.1025329282848117,0.31001043739961176,0.0008122768614067504,True,188,340,523,"[523, 433, 376, 494, 343, 354, 492, 340, 396]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,1.0,0.4256742596626282,10,0.10861822105718133,0.2851703216367452,0.0014430570992090032,True,188,214,494,"[340, 214, 487, 442, 494, 439, 339, 320, 277, 399]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,2.0,0.8513485193252563,2,0.13375352918661051,0.7706706668747767,0.010621757081982368,True,188,1450,2301,"[2301, 1450]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,2.0,0.8513485193252563,3,0.13465103507209075,0.6922607740697779,0.00284944010501306,True,188,1056,1419,"[1056, 1419, 1276]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,2.0,0.8513485193252563,4,0.1204297373476119,0.6236850090957793,0.0007170979294203244,True,188,717,1243,"[717, 1056, 1243, 735]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,2.0,0.8513485193252563,5,0.13087200126727774,0.5538037284018908,0.001750925788687475,True,188,482,1082,"[516, 1045, 1082, 482, 626]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,2.0,0.8513485193252563,6,0.11186849580229583,0.41685930263602544,0.0011430732731955735,True,188,408,1050,"[688, 503, 1050, 652, 450, 408]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,2.0,0.8513485193252563,7,0.11430361268052942,0.35608943915078267,0.0005680157283519346,True,188,422,689,"[494, 422, 603, 478, 487, 578, 689]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,2.0,0.8513485193252563,8,0.11362919428668097,0.3226443580734205,0.0002543824224518075,True,188,364,600,"[494, 458, 476, 580, 411, 368, 600, 364]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,2.0,0.8513485193252563,9,0.10840681899986576,0.2966186527027986,0.0001553696698738667,True,188,258,591,"[258, 591, 379, 494, 347, 369, 426, 506, 381]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,2.0,0.8513485193252563,10,0.10893605248154309,0.2691526003432007,0.00043391268420741973,True,188,216,502,"[344, 335, 435, 494, 502, 383, 216, 274, 443, 325]"
